ph_measurement;Temperature;Soil_Humidity;Electrical_conductivity(uS/cm);Target;
8,7;22,7;4,4;5,3;1;
1,5;21,5;34,8;5,7;1;
8,7;17,9;62,4;5,3;1;
4,5;26,6;22,4;5,3;1;
2,1;25,7;83,2;4,3;0;
1,2;27,5;77,6;2,9;0;
8,7;30,5;97,2;4,9;0;
11,4;26,6;60,8;1,1;2;
7,5;22,7;98,8;3,7;0;
7,5;30,5;54;5,5;1;
12,6;30,5;45,2;5,1;1;
1,2;18,8;94,8;5,3;0;
2,7;28,4;46;3,5;1;
7,2;28,4;65,6;2,5;1;
2,7;18,2;19,6;4,9;1;
1,5;26,3;69,2;5,9;1;
12,3;18,5;47,6;3,1;2;
10,2;31,1;93,6;5,7;0;
11,4;21,5;13,2;5,3;1;
9,9;17,3;99,2;2,5;0;
8,1;20,9;32;3,1;2;
7,5;17,6;86,4;3,3;0;
1,2;30,5;97,2;4,7;0;
8,7;25,4;15,2;6,1;1;
9,3;26,9;15,6;1,1;2;
10,5;27,8;5,2;1,3;2;
0;27,5;39,2;3,3;2;
9;26;90;5,5;0;
2,1;18,8;36,4;5,1;1;
5,7;22,1;10;3,1;2;
0,3;17,9;33,2;2,9;2;
1,2;28,7;88,8;4,3;0;
5,1;23,6;84,8;2,1;0;
2,1;30,8;24,8;5,3;1;
2,4;22,4;86,8;2,9;0;
4,2;17;80,8;4,1;0;
11,4;30,2;78,4;3,3;0;
6,9;19,7;23,2;5,3;1;
0;32,6;84;4,9;0;
8,4;21,8;44,4;1,3;2;
12,6;31,7;59,6;3,9;1;
9,6;26,3;63,2;1,9;2;
9,6;18,2;9,6;2,3;2;
1,5;21,5;34,8;5,7;1;
8,1;29,6;50;5,3;1;
12;26,3;73,2;2,5;0;
0,3;20,3;59,2;3,7;1;
10,2;30,2;36,4;6,1;1;
3,6;18,8;52,8;5,3;1;
11,7;26,9;3,6;3,9;1;
10,2;30,5;80,4;3,3;0;
13,5;18,2;95,6;1,3;0;
5,1;28,7;41,6;4,1;1;
3,6;26,9;50;3,5;2;
6,3;29,3;56;2,3;1;
6,3;29;71,2;4,7;0;
8,1;27,5;40,8;3,3;2;
3,3;32;65,2;5,7;1;
6;24,8;10,8;4,7;1;
5,1;25,1;72,8;1,3;0;
12,9;20,3;81,2;5,1;0;
9,3;19,1;87,2;4,1;0;
8,4;22,7;6,8;3,9;1;
5,7;27,8;72,4;2,7;0;
7,2;20;58,4;5,3;1;
9,9;24,5;59,2;2,1;2;
11,7;31,7;52,4;5,3;1;
0,3;29,3;10,8;5,1;1;
8,7;17,9;62,4;5,3;1;
9,6;29,3;53,6;1,7;1;
9,9;26,9;18;1,3;2;
5,4;29,3;60,4;2,5;1;
2,7;30,5;99,6;2,1;0;
9,6;29,9;8,4;5,1;1;
7,5;17,6;86,4;3,3;0;
7,8;18,2;29,6;4,3;1;
2,4;24,8;0,8;5,3;1;
3;19,7;56,8;4,1;1;
12,9;29,3;17,2;1,9;1;
6,9;31,4;80,8;2,7;0;
11,1;20,9;0,4;4,3;1;
8,1;31,7;12,8;2,9;1;
3,9;17;68;4,5;1;
12,6;22,1;51,6;1,7;2;
11,7;17,3;18,4;2,7;2;
11,7;28,7;96,8;3,9;0;
3,9;21,2;34,8;2,3;2;
10,2;27,2;92,4;4,1;0;
3;31,1;37,6;1,7;1;
0,9;31,7;54;6,1;1;
0;29;88;5,1;0;
13,2;26,6;42;4,3;1;
3;30,8;63,6;2,9;1;
8,1;29;52,4;5,1;1;
7,5;21,5;90,4;3,7;0;
8,4;24,5;34,8;1,9;2;
7,8;26,6;26,4;4,1;1;
4,8;19,4;8,4;6,1;1;
13,8;29,6;78;5,5;0;
9;22,4;53,2;5,3;1;
8,1;17,3;92,8;3,9;0;
12;23;71,6;2,5;0;
10,5;32,3;6,4;2,3;1;
13,8;17,9;31,6;5,9;1;
7,8;24,5;2;1,9;2;
9,6;20,3;72,8;1,5;0;
3,6;21,5;52;1,9;2;
2,7;20,9;22;6,1;1;
1,8;25,7;33,2;3,9;1;
8,4;23,6;97,2;4,9;0;
9;26,9;2;3,3;2;
5,4;20,6;77,2;3,1;0;
11,1;22,1;70,8;5,1;0;
3;22,1;83,6;5,1;0;
8,1;27,5;40,8;3,3;2;
8,1;31,4;24;5,1;1;
6,6;21,5;44;1,3;2;
1,8;21,8;36,4;4,9;1;
6,3;18,5;16;4,3;1;
1,5;24,8;77,6;4,5;0;
0,3;17;82,8;1,9;0;
11,4;24,5;5,2;4,3;1;
6,3;29,3;5,6;4,1;1;
5,4;17,3;81,2;2,9;0;
9,9;17;14,8;1,9;2;
2,1;32,6;27,6;4,1;1;
3,3;20,6;92,8;2,3;0;
9,9;26,9;18;1,3;2;
4,5;21,5;61,6;4,5;1;
9,6;29,6;7,6;3,3;1;
10,2;24,2;6,4;1,5;2;
1,8;32,3;42,8;1,9;1;
3;30,8;63,6;2,9;1;
11,1;26,3;68,4;3,7;1;
0,9;17;45,6;5,9;1;
0,6;26,6;26;2,1;2;
5,7;23,9;50,8;3,7;1;
9,3;19,7;51,6;2,5;2;
9,6;29;26,8;5,5;1;
12,6;27,2;62;4,5;1;
1,8;20,3;68,8;4,9;1;
11,4;19,7;34,8;2,3;2;
8,7;20,6;47,6;5,7;1;
12,9;30,2;72,8;2,1;0;
6,3;32,3;38,8;2,1;1;
12;18,8;6,4;4,7;1;
11,7;32,9;18;3,1;1;
8,7;24,5;32,4;3,7;1;
7,2;26,6;53,6;5,7;1;
2,7;17,6;81,2;4,7;0;
4,8;25,7;33,2;2,3;2;
3,6;29,9;82,4;4,5;0;
6,6;29;19,2;3,5;1;
1,5;24,2;50,4;2,5;2;
3,9;32,9;69,6;2,5;1;
0,3;27,2;70,4;2,3;0;
9,3;27,8;78,8;3,9;0;
4,2;20;47,2;1,5;2;
2,4;28,7;81,2;3,3;0;
1,5;20,3;86;3,9;0;
1,2;23,9;34,8;5,7;1;
11,7;23,3;59,2;5,1;1;
9;26,3;20,8;1,7;2;
10,5;22,1;89,6;3,7;0;
1,2;18,8;32;4,1;1;
0,6;21,5;79,2;3,1;0;
11,1;21,8;81,6;6,1;0;
11,1;17;62,4;3,5;2;
6,9;26,3;75,2;5,7;0;
3,9;28,4;84,4;2,3;0;
12,9;20;67,2;4,7;1;
7,2;26,3;13,2;5,5;1;
3,9;21,8;71,6;5,9;0;
9,3;22,4;98;3,5;0;
2,4;30,5;50,4;1,9;1;
8,4;22,7;36,8;5,9;1;
10,5;30,5;1,2;4,3;1;
9;27,8;4;5,9;1;
9,9;29,3;67,6;3,7;1;
6,6;21,2;34;1,5;2;
6,3;22,1;59,2;5,9;1;
13,5;29,9;5,6;2,5;1;
6,3;31,1;23,6;3,3;1;
6,3;32,3;38,8;2,1;1;
1,5;24,5;91,2;4,7;0;
8,1;21,8;18,4;4,5;1;
10,5;27,2;96,4;1,7;0;
10,8;30,5;33,6;2,9;1;
3,3;20,3;28,4;5,9;1;
2,7;29,6;60,4;5,3;1;
3,3;31,4;50,8;3,9;1;
7,5;24,5;6,8;2,3;2;
9,9;29,3;67,6;3,7;1;
0,9;31,7;68,4;1,7;1;
0,3;20,9;14,8;5,9;1;
8,7;26,9;60,4;3,9;1;
10,2;29,3;67,6;2,5;1;
6,6;30,5;62;5,1;1;
5,7;26,9;16,8;1,7;2;
13,5;28,4;56,8;3,5;1;
12,6;18,8;64,8;5,5;1;
4,5;19,1;84,4;1,5;0;
8,1;19,7;74,4;2,5;0;
3,3;25,7;72,4;5,3;0;
9;28,1;33,2;1,9;1;
12,9;18,8;81,2;6,1;0;
9,9;24,2;18,8;2,9;2;
7,8;25,7;56;5,3;1;
0;24,5;88;1,3;0;
13,5;29,3;22;3,3;1;
13,2;17,9;10,8;5,3;1;
7,8;24,5;33,6;1,1;2;
4,2;28,4;85,6;4,3;0;
8,4;19,4;12,8;1,1;2;
3,6;25,4;38,8;5,1;1;
9,3;18,5;47,6;4,7;1;
2,1;18,2;83,6;2,7;0;
5,4;20;50,4;2,1;2;
1,5;18,2;30,8;1,3;2;
7,8;17;82,8;5,1;0;
12,3;17;27,6;3,5;2;
6,9;21,5;58,8;2,1;2;
0,6;24,2;58,4;1,5;2;
1,8;21,8;36,4;4,9;1;
12,6;28,4;56;1,7;1;
3,6;17,9;85,2;5,5;0;
12,3;27,2;70;1,9;2;
6,9;28,4;68,8;1,3;1;
10,2;26,3;6;2,5;2;
12,6;30,5;92;2,3;0;
9,3;27,5;1,6;3,1;2;
7,5;26,9;41,2;5,7;1;
5,7;28,1;9,6;5,9;1;
3,9;23,6;54,4;3,1;2;
0,3;20;6,4;4,3;1;
4,5;27,8;97,2;5,7;0;
0,6;23,3;52,8;3,7;1;
2,7;20,9;22;6,1;1;
1,8;20,3;72,4;4,3;0;
2,7;29,9;71,6;2,1;0;
6,9;21,2;62;3,1;2;
13,5;23,6;82,4;2,9;0;
11,7;27,5;92;1,1;0;
9,3;28,1;8,8;3,9;1;
12;29,3;16;2,3;1;
9;26;84,4;1,5;0;
7,8;19,7;90,4;1,7;0;
1,5;31,4;77,6;3,7;0;
12,9;32,3;72;2,9;0;
0,6;23,9;22,4;4,3;1;
6,9;19,7;96,4;2,5;0;
3,9;30,8;61,2;2,5;1;
2,4;29,9;4;5,3;1;
8,7;17,3;78;3,7;0;
10,5;32,3;6,4;2,3;1;
7,5;20,9;62,4;4,1;1;
4,8;23,6;45,6;1,7;2;
6,9;19,7;96,4;2,5;0;
4,2;25,7;24,4;1,9;2;
13,8;30,8;35,2;5,5;1;
9,9;18,8;2,4;2,7;2;
8,1;20,9;32;3,1;2;
7,8;19,4;79,2;2,7;0;
9,9;30,2;86,4;1,7;0;
0,9;18,2;38,4;5,9;1;
10,2;26;21,2;3,3;2;
12,9;25,1;98,4;4,5;0;
9;24,2;24;4,3;1;
2,1;27,2;34;1,1;2;
4,5;29;31,2;3,9;1;
13,2;20,9;14,8;1,5;2;
5,4;20;17,2;2,1;2;
11,7;18,2;88,4;2,7;0;
4,8;18,8;25,6;1,7;2;
3,9;17,6;69,2;2,1;2;
8,1;31,7;5,2;3,1;1;
9,3;20,6;58,8;3,3;2;
11,4;17,3;77,6;1,7;0;
10,2;30,5;35,2;3,3;1;
1,2;18,8;84;4,3;0;
7,8;28,7;59,2;4,1;1;
5,7;21,5;38;4,5;1;
3,3;30,5;64,4;2,3;1;
0,3;19,1;55,2;5,1;1;
2,1;27,2;2;4,9;1;
6,6;32,6;65,6;2,1;1;
13,8;30,8;86,8;4,7;0;
7,8;17,9;25,2;6,1;1;
10,8;20;23,2;4,7;1;
6,6;21,5;44;1,3;2;
8,4;32,3;13,6;5,3;1;
5,1;22,4;49,2;3,7;1;
0,3;20,3;59,2;3,7;1;
13,5;28,7;69,2;6,1;1;
8,4;17,3;98,8;1,5;0;
6,3;22,1;59,2;5,9;1;
12;28,4;12,8;1,1;1;
13,5;31,1;44,4;3,1;1;
9,9;32,6;13,2;3,3;1;
1,5;31,7;38,8;1,9;1;
10,8;20,6;46;1,3;2;
13,2;21,5;18,8;1,1;2;
9,3;22,7;61,2;2,9;2;
7,8;30,5;65,2;1,7;1;
4,5;17,3;55,6;3,9;1;
5,7;18,2;42;3,7;1;
8,7;30,8;97,2;4,7;0;
4,8;30,2;51,2;4,1;1;
8,7;19,4;78,4;3,3;0;
13,5;24,8;66;2,9;2;
2,7;26;28,8;5,1;1;
4,2;20;47,2;1,5;2;
9;29;44;3,5;1;
8,7;17;56;4,7;1;
10,5;27,8;18,4;1,7;2;
9;18,8;21,6;1,5;2;
0,3;19,1;55,2;5,1;1;
1,5;20,6;13,2;1,1;2;
0;31,7;60,4;1,3;1;
6,6;24,8;83,2;5,7;0;
10,5;17,3;88,8;1,3;0;
1,8;29,3;81,6;1,1;0;
4,2;30,8;76,4;3,7;0;
9,3;22,7;42,8;2,1;2;
12;20,6;86,4;2,7;0;
0,3;27,8;28,8;1,9;2;
12,6;27,5;96,4;3,1;0;
2,4;19,1;35,6;2,7;2;
3,3;29,9;42,8;3,7;1;
12,6;20,6;99,6;1,1;0;
3,9;31,1;3,2;5,9;1;
10,2;17;41,6;2,9;2;
2,1;19,1;29,6;1,5;2;
8,4;27,2;9,6;5,9;1;
4,2;32,6;62;5,9;1;
7,2;32,6;16,8;4,7;1;
10,5;18,2;7,2;2,9;2;
1,8;32;31,6;4,5;1;
6,3;19,7;75,6;2,7;0;
11,1;21,8;23,2;2,1;2;
6;22,1;9,2;3,5;2;
11,7;25,4;22,8;2,7;2;
7,5;21,2;2,8;2,1;2;
9,6;29,3;1,2;2,9;1;
7,8;32,9;5,2;1,3;1;
7,8;18,8;38;2,3;2;
6,9;26,3;75,2;5,7;0;
2,1;22,1;15,6;1,3;2;
3,6;28,1;30,8;5,1;1;
1,5;20,6;57,2;6,1;1;
6,9;29;56;2,5;1;
12,9;19,4;26,4;4,9;1;
6,3;22,7;91,6;5,7;0;
9,3;19,1;87,2;4,1;0;
6,9;20;72;5,1;0;
10,8;26,6;90,4;1,5;0;
2,7;29,9;71,6;2,1;0;
6,3;17,3;78;4,3;0;
1,5;19,1;96,4;1,3;0;
9,3;32;52,4;3,5;1;
10,8;25,7;12,4;1,9;2;
3,3;17,6;98;4,7;0;
9,3;20,6;58,8;3,3;2;
10,5;17,9;15,2;3,5;2;
5,7;29,3;38,4;5,7;1;
6,9;23,9;56;4,5;1;
9,3;23,9;37,6;1,5;2;
2,1;25,4;51,6;3,9;1;
1,8;20;68,8;1,3;2;
3;32,9;94,8;2,5;0;
10,5;23,6;71,6;4,5;0;
4,2;29;98,8;5,7;0;
10,2;31,1;93,6;5,7;0;
10,5;29,9;85,2;3,1;0;
4,8;23;98,8;3,3;0;
12,6;26,6;18;4,1;1;
5,7;22,1;55,2;3,9;1;
12;23,9;52,4;4,7;1;
1,2;27,5;77,6;2,9;0;
4,2;29;19,6;2,9;1;
13,8;30,8;88,4;4,5;0;
6,9;32,9;71,6;2,7;0;
6,3;27,5;22,4;3,1;2;
13,5;32,9;52,8;5,5;1;
7,5;30,5;62,8;5,7;1;
4,2;18,5;16,8;2,5;2;
8,4;25,7;88,4;3,7;0;
0,9;26,9;56,8;5,9;1;
5,1;25,1;72,8;1,3;0;
1,5;18,8;72,8;6,1;0;
0;24,5;88;1,3;0;
1,5;21,2;35,2;1,3;2;
6;23,9;18,8;4,9;1;
11,7;24,8;57,6;3,1;2;
11,7;32,9;18;3,1;1;
3;26,3;70;4,9;1;
12,6;25,4;24;4,7;1;
6,6;22,1;78,4;4,3;0;
2,4;20,6;2,4;1,1;2;
13,8;20,6;61,6;3,1;2;
6;25,7;36,8;5,9;1;
3,9;17,6;69,2;2,1;2;
2,1;24,5;1,2;3,1;2;
7,8;32,6;17,6;2,3;1;
12,6;29,6;25,6;4,5;1;
10,5;20,9;94,4;4,9;0;
0;17;98,4;4,3;0;
6,9;23,3;8,8;3,3;2;
0,6;22,1;58,8;5,1;1;
2,4;27,8;35,2;4,1;1;
0,9;17,3;82;3,7;0;
5,4;18,5;2,4;1,9;2;
10,5;20,9;8,8;2,7;2;
12,6;17,6;22,8;3,7;1;
7,5;20,9;62,4;4,1;1;
2,1;27,2;2,8;4,9;1;
12;20,3;86,8;1,9;0;
9,6;27,2;12;3,9;1;
13,8;26,6;2,4;4,9;1;
1,8;22,1;9,6;2,5;2;
0,6;31,4;11,6;3,9;1;
9,6;21,5;48,8;1,7;2;
9;21,5;80,8;4,3;0;
2,7;30,8;21,2;1,7;1;
4,8;30,8;98,8;5,9;0;
3;23,3;98,4;4,7;0;
9,6;32,9;56,4;1,3;1;
4,2;17,6;97,2;4,7;0;
3;23,3;98,4;4,7;0;
10,2;26;56,8;5,1;1;
10,5;21,2;76,8;2,1;0;
7,2;30,2;46,4;2,9;1;
13,2;17,3;18,8;5,3;1;
12,3;29,3;70;2,3;1;
2,7;18,5;39,6;1,7;2;
11,1;31,4;91,6;3,7;0;
8,1;29,6;56,4;4,7;1;
7,5;17;44,4;5,3;1;
1,2;29,9;22,8;2,3;1;
6,9;30,5;62,8;2,5;1;
3,6;17,9;85,2;5,5;0;
12,3;21,5;76;3,1;0;
12;27,2;38,4;5,3;1;
3;25,4;87,2;1,5;0;
7,8;30,8;6,4;5,3;1;
9,6;24,2;38,8;4,1;1;
9,9;28,1;45,6;4,9;1;
7,8;24,2;50,8;2,1;2;
4,8;17,3;66,8;1,3;2;
5,4;28,7;61,6;5,5;1;
3,9;32,6;13,2;1,1;1;
4,8;27,5;91,2;5,3;0;
9,9;29,6;3,6;2,7;1;
10,2;24,2;68,8;2,1;2;
3,3;29,9;18,4;3,1;1;
5,7;24,8;39,6;1,7;2;
0,3;20;6,4;4,3;1;
12,6;29;40,4;3,1;1;
0,3;18,5;18,8;5,5;1;
11,4;19,7;34,8;2,3;2;
9;31,4;2,4;1,3;1;
3,3;23,6;50,4;2,1;2;
3,9;19,1;11,2;2,5;2;
8,4;26;35,6;4,1;1;
9,3;22,7;14,4;4,5;1;
1,8;27,8;68;1,5;2;
9,6;27,2;12;3,9;1;
6,3;30,8;52;4,7;1;
7,5;20,9;62,4;4,1;1;
4,2;20,3;68,8;1,7;2;
7,8;31,7;38;6,1;1;
4,2;25,7;24,4;1,9;2;
10,2;32;96;3,3;0;
2,4;20,6;2,4;1,1;2;
9,6;24,2;78,8;3,5;0;
10,2;20,6;21,2;3,1;2;
5,7;28,1;9,6;5,9;1;
7,8;32,9;5,2;1,3;1;
4,2;20;49,6;1,7;2;
10,8;23,9;68;5,3;1;
9,3;17,9;90,8;4,1;0;
4,5;29,3;68,8;4,1;1;
4,2;18,5;16,8;2,5;2;
0;30,5;2;3,3;1;
6,3;31,4;31,6;3,1;1;
1,2;24,8;0,4;4,7;1;
9;32,6;41,2;3,5;1;
13,5;29,6;74;3,1;0;
12,3;31,7;25,2;2,5;1;
6,3;27,8;84,4;4,9;0;
6,9;17,3;56,8;5,7;1;
7,5;18,8;70,4;1,7;0;
1,2;27,5;88;3,7;0;
6;23,3;48,4;4,3;1;
10,2;30,5;80,4;3,3;0;
10,8;18,5;49,6;3,9;1;
9;18,8;7,6;5,9;1;
12,9;20,3;35,6;5,7;1;
12,9;17,9;2,4;4,7;1;
5,1;19,4;61,2;4,7;1;
10,5;27,2;96,4;1,7;0;
8,4;17,3;98,8;1,5;0;
2,7;20,9;77,6;2,3;0;
10,5;23,3;54,8;1,5;2;
6,3;21,8;84;3,9;0;
13,5;29,9;74,8;5,5;0;
10,2;17,9;88,8;1,1;0;
2,4;22,4;84,4;1,3;0;
13,5;29,9;74,8;5,5;0;
8,4;29,6;97,6;3,1;0;
9,6;26,9;78,4;5,3;0;
12,9;29;28,8;3,9;1;
3,6;17,9;85,2;5,5;0;
13,2;32,9;52,4;5,3;1;
12,6;20,6;97,6;5,5;0;
4,2;32,3;8;2,9;1;
12,9;29,6;71,6;5,1;0;
4,5;31,4;48;5,9;1;
6,6;23;89,6;5,5;0;
6,9;19,7;23,2;5,3;1;
1,8;32;18,4;3,1;1;
6,3;18,5;16;4,3;1;
3,3;21,8;34,4;3,1;2;
12,9;29,9;0,8;5,3;1;
4,2;29,9;68;1,5;1;
9;29,3;80;4,7;0;
10,2;25,7;7,6;3,7;1;
10,2;30,2;36,4;6,1;1;
10,5;18,5;14,8;2,9;2;
10,5;22,7;41,6;1,1;2;
11,7;30,8;50,8;3,1;1;
10,8;17;88;4,3;0;
8,7;26,6;78,4;4,7;0;
9,9;18,8;2,4;2,7;2;
9;17,9;55,6;4,9;1;
9,6;18,2;39,6;4,3;1;
4,8;30,2;36;4,7;1;
5,7;17,3;29,6;1,1;2;
3,9;31,1;38,4;3,9;1;
13,2;21,8;30,4;2,7;2;
3,3;20,3;28,4;5,9;1;
0;20,3;2;1,1;2;
12,9;19,4;9,6;5,3;1;
9;23,9;40,4;2,5;2;
12;28,4;44;1,1;1;
8,7;30,8;36,8;2,5;1;
7,8;30,8;6,4;5,3;1;
1,5;29,3;58;4,5;1;
1,2;24,5;78,8;6,1;0;
12;23,9;52,4;4,7;1;
12,9;25,1;98,4;4,5;0;
12;23,3;58,8;5,3;1;
6;18,8;69,2;1,5;2;
8,7;25,7;59,6;4,7;1;
6,9;29;56;2,5;1;
7,8;17;82,8;5,1;0;
4,5;31,7;44,8;2,3;1;
7,8;24,2;56,8;4,9;1;
3,3;17;52,4;3,7;1;
12,6;28,1;60;2,7;1;
7,5;20,6;92,8;4,9;0;
13,5;20,6;71,6;1,1;0;
11,7;29,9;45,6;4,9;1;
2,4;20,9;94,4;4,7;0;
3;28,4;78,4;2,9;0;
13,5;22,4;76;1,7;0;
3,3;20,9;19,6;5,7;1;
8,1;29,6;79,2;4,3;0;
13,5;23,3;20;5,7;1;
9,6;23;36;3,9;1;
6,3;27,5;22,4;3,1;2;
13,5;18,2;95,6;1,3;0;
4,8;26,3;54;1,1;2;
8,7;22,7;4,4;5,3;1;
12,3;17;43,2;3,9;1;
3,9;19,4;45,2;2,9;2;
7,2;24,2;69,2;2,5;2;
9,6;30,8;54;6,1;1;
12,6;28,4;43,6;1,7;1;
7,5;23;7,6;2,1;2;
2,1;31,4;15,6;5,3;1;
5,4;26,3;71,6;2,1;0;
2,7;18,5;39,6;1,7;2;
12,6;32,3;22,4;6,1;1;
3,3;23;70,4;3,7;0;
11,7;29;32,8;4,9;1;
9,6;31,4;29,6;2,5;1;
1,8;21,2;88;4,3;0;
12,6;29;40,4;3,1;1;
4,2;28,4;85,6;4,3;0;
3,3;23,3;42,4;2,1;2;
0,6;32,3;8,4;4,1;1;
8,7;22,4;57,6;6,1;1;
13,8;30,5;62;5,9;1;
13,2;30,5;44;3,7;1;
7,8;22,1;76,4;1,5;0;
10,8;20,9;84,4;2,5;0;
1,5;22,7;16,4;4,7;1;
1,2;27,5;42,4;4,5;1;
5,1;20,6;51,2;4,5;1;
1,2;31,7;17,2;3,5;1;
13,8;23,3;22;2,1;2;
7,5;21,2;2,8;2,1;2;
0,6;24,5;33,6;3,7;1;
11,7;26,9;3,6;3,9;1;
13,8;29,6;56,8;3,9;1;
9,9;27,8;31,6;1,3;2;
7,2;23,9;73,2;2,5;0;
9;20,9;77,6;4,3;0;
12;18,2;77,2;3,5;0;
13,8;28,7;32;2,1;1;
10,5;26,9;89,6;5,5;0;
12,3;29;91,6;2,9;0;
11,1;17,9;96;2,5;0;
12,9;20,3;35,6;5,7;1;
6,3;27,8;70,4;4,5;0;
11,4;24,5;5,2;4,3;1;
5,4;20;50,4;2,1;2;
2,4;18,5;15,2;1,7;2;
7,2;23;29,2;2,5;2;
13,2;27,2;19,2;5,7;1;
3,3;29,3;10,4;5,9;1;
12,6;28,1;94,4;4,5;0;
13,8;17;13,6;1,7;2;
9,3;18,5;47,6;4,7;1;
5,4;29;33,6;3,1;1;
5,1;28,7;41,6;4,1;1;
9;23,9;40,4;2,5;2;
3,6;32,3;36,4;1,7;1;
8,7;26,3;63,6;1,1;2;
3,9;19,7;0;1,9;2;
0,9;18,5;90,4;3,7;0;
5,7;28,1;54;1,3;1;
2,1;28,7;66,4;1,3;1;
9,9;22,7;98,8;6,1;0;
5,1;32,9;62,4;3,7;1;
1,8;32,9;62;1,1;1;
3;28,4;61,6;4,5;1;
13,8;17,9;28,8;3,5;2;
2,1;26,6;29,2;3,3;2;
6,3;20,9;22;5,3;1;
9,9;27,2;37,6;2,7;2;
7,8;21,8;50;1,5;2;
2,7;30,8;27,2;1,1;1;
12,9;23,9;48,4;3,1;2;
5,1;31,7;20,8;5,7;1;
3,6;21,5;52;1,9;2;
6,3;32,3;61,6;2,3;1;
13,2;29,6;61,2;3,1;1;
7,2;29;73,2;2,7;0;
8,1;29,3;43,6;3,5;1;
12,9;22,4;72,4;1,9;0;
7,5;26,9;41,2;5,7;1;
11,7;25,4;87,6;5,5;0;
10,2;20,6;21,2;3,1;2;
3,9;32,9;96,4;4,9;0;
12,3;26;89,6;3,3;0;
6;28,4;33,2;3,9;1;
11,4;31,4;20,8;4,9;1;
1,5;17,9;46,8;4,9;1;
0,3;29,6;90,4;2,3;0;
10,5;31,7;99,2;3,3;0;
1,8;25,7;33,2;3,9;1;
6,6;23;89,6;5,5;0;
13,2;31,7;61,6;6,1;1;
4,5;27,8;16,8;4,7;1;
11,7;26,9;3,6;3,9;1;
4,5;31,4;60,8;3,7;1;
11,7;25,1;30,8;2,3;2;
0,3;17,3;87,6;1,9;0;
11,4;31,4;43,6;5,1;1;
13,5;18,8;4,4;2,1;2;
0;20,6;42,8;4,9;1;
3,6;25,4;38,8;5,1;1;
1,5;27,2;26;1,9;2;
2,1;17,9;76;4,7;0;
8,1;28,1;28,4;4,3;1;
4,5;20;4,8;2,5;2;
9,9;28,1;87,6;4,9;0;
12,9;24,2;54;1,7;2;
6;29,9;54;1,3;1;
6,6;22,1;78,4;4,3;0;
7,2;26,6;57,2;3,1;2;
13,5;19,1;26;5,7;1;
8,7;30,5;79,6;1,1;0;
10,8;22,1;34;2,9;2;
2,1;18,8;33,6;1,7;2;
8,4;21,8;44,4;1,3;2;
8,1;22,4;84,4;3,1;0;
6;28,1;77,6;2,5;0;
12,3;29,6;46,8;5,3;1;
11,1;28,1;42,8;5,1;1;
5,4;28,4;49,6;4,5;1;
3;20;80,8;1,3;0;
8,1;27,5;40,8;3,3;2;
0;26,6;14,4;4,1;1;
10,5;29,9;85,2;3,1;0;
3;29,3;38;4,5;1;
0,9;20,6;36,8;1,7;2;
3,9;30,8;61,2;2,5;1;
13,2;24,8;48,8;2,5;2;
4,5;23,6;41,6;1,1;2;
5,4;17,3;81,2;2,9;0;
11,7;25,4;22,8;2,7;2;
6,3;17,3;24,8;3,3;2;
11,7;29,3;40,8;2,1;1;
12,6;31,7;59,6;3,9;1;
2,7;27,8;20,8;5,9;1;
7,8;28,7;59,2;4,1;1;
6,6;21,2;34;1,5;2;
10,8;20;23,2;4,7;1;
11,7;24,2;68;1,7;2;
12,9;25,7;50,4;6,1;1;
1,8;17,3;99,6;2,1;0;
10,2;31,4;66,4;2,1;1;
4,8;19,4;8,4;6,1;1;
1,5;20,3;86;3,9;0;
4,8;30,2;60;4,9;1;
1,8;31,4;73,6;2,7;0;
3;20;80,8;1,3;0;
3,9;29,9;61,6;3,3;1;
9;18,5;35,2;4,7;1;
10,8;26,3;1,6;1,1;2;
0,6;22,4;43,6;2,1;2;
10,5;27,8;18,4;1,7;2;
7,2;25,7;36,8;4,5;1;
1,2;27,5;42,4;4,5;1;
0,6;25,7;11,6;4,3;1;
3,3;23,6;55,2;1,7;2;
13,2;30,2;86;1,1;0;
4,2;30,8;76,4;3,7;0;
2,7;20,9;77,6;2,3;0;
6,3;31,4;31,6;3,1;1;
12,3;19,4;45,6;5,1;1;
10,5;26,9;8,4;5,1;1;
0,6;18,8;56,4;3,3;2;
2,7;26,9;41,2;3,9;1;
7,5;30,2;97,2;5,7;0;
2,4;17,9;35,6;5,9;1;
7,2;29,6;76;2,9;0;
3,6;24,2;8,8;5,1;1;
0;32,6;8;1,9;1;
9;29;42,8;1,3;1;
12;18,2;77,2;3,5;0;
10,8;25,1;22;1,3;2;
12;21,8;50,8;1,3;2;
5,4;19,4;76,8;2,1;0;
13,2;22,1;2,4;3,9;1;
13,8;26,3;2,8;3,3;2;
5,4;32,3;48,8;5,5;1;
4,2;32,3;8;2,9;1;
4,8;25,7;33,2;2,3;2;
12,9;29,3;17,2;1,9;1;
0;31,1;58,4;5,7;1;
13,5;20;34,4;5,1;1;
1,2;27,5;88;3,7;0;
6,3;20,9;50,4;2,5;2;
1,8;22,1;21,6;4,3;1;
6;23,3;48,4;4,3;1;
10,2;20,3;58;3,9;1;
0,3;29;88,8;4,5;0;
6,9;28,4;68,8;1,3;1;
11,4;20,3;58;4,9;1;
6,3;17,6;75,6;4,5;0;
